DATE,"(NETCONS.)","MAXI.DEMANDMETDURINGTHE DAY","TIME OFOCCUR-RENCE OFMAXDEMAND","SHEDDINGAT THISTIME","UN-REST-RICTEDDEMAND","MAXIMUMUN-REST-RICTEDDEMANDDURINGTHE DAY","TIME OFMAX.UN-REST.DEMAND","DEMANDAT THATTIME","SHEDDINGAT THATTIME"
28.12.23,75.312,4578,9:58:56,0,4578,4578,9:58:56,4578,0
29.12.23,80.691,4884,10:43:50,2.4,4886.4,4886.4,10:43:50,4884,2.4
30.12.23,77.472,4556,10:29:58,0,4556,4556,10:29:58,4556,0
31.12.23,72.749,4634,11:00:27,0,4634,4634,11:00:27,4634,0
01.01.24,79.265,5134,10:29:44,0,5134,5134,10:29:44,5134,0
02.01.24,81.285,4910,10:50:15,0,4910,4910,10:50:15,4910,0
03.01.24,85.924,5257,11:14:36,0,5257,5257,11:14:36,5257,0
04.01.24,88.895,5241,10:45:26,0,5241,5241,10:45:26,5241,0
05.01.24,90.887,5538,10:20:19,0,5538,5538,10:20:19,5538,0
06.01.24,86.942,5137,10:53:27,0,5137,5137,10:53:27,5137,0
07.01.24,82.349,5106,10:50:26,0,5106,5106,10:50:26,5106,0
08.01.24,91.252,5337,10:51:47,5.7,5342.7,5342.7,10:51:47,5337,5.7
09.01.24,93.074,5435,10:57:10,0,5435,5435,10:57:10,5435,0
10.01.24,94.205,5611,11:08:29,0,5611,5611,11:08:29,5611,0
11.01.24,92.493,5422,10:01:29,0,5422,5422,10:01:29,5422,0
12.01.24,93.633,5700,10:49:50,0,5700,5700,10:49:50,5700,0
13.01.24,90.727,5335,10:00:08,0,5335,5335,10:00:08,5335,0
14.01.24,86.011,5463,10:45:03,0,5463,5463,10:45:03,5463,0
15.01.24,90.699,5478,10:00:47,0,5478,5478,10:00:47,5478,0
16.01.24,94.009,5434,10:23:19,0,5434,5434,10:23:19,5434,0
17.01.24,93.793,5725,10:53:44,0,5725,5725,10:53:44,5725,0
18.01.24,90.939,5467,9:58:23,0,5467,5467,9:58:23,5467,0
19.01.24,94.535,5798,10:20:47,0,5798,5798,10:20:47,5798,0
20.01.24,90.701,5491,11:02:37,0,5491,5491,11:02:37,5491,0
21.01.24,87.739,5522,11:46:10,0,5522,5522,11:46:10,5522,0
22.01.24,90.565,5816,10:52:54,0,5816,5816,10:52:54,5816,0
23.01.24,92.675,5526,10:36:58,0,5526,5526,10:36:58,5526,0
24.01.24,93.052,5709,10:45:02,0,5709,5709,10:45:02,5709,0
25.01.24,92.67,5537,10:14:22,0,5537,5537,10:14:22,5537,0
26.01.24,78.729,4888,10:48:56,0,4888,4888,10:48:56,4888,0
27.01.24,79.481,4969,9:59:59,0,4969,4969,9:59:59,4969,0
28.01.24,82.893,5054,11:00:55,0,5054,5054,11:00:55,5054,0
29.01.24,86.194,5259,10:20:00,0,5259,5259,10:20:00,5259,0
30.01.24,85.06,5269,10:29:36,0,5269,5269,10:29:36,5269,0
31.01.24,88.838,5318,10:35:24,0,5318,5318,10:35:24,5318,0
01.02.24,87.553,5079,10:57:22,0,5079,5079,10:57:22,5079,0
02.02.24,87.478,5406,10:40:05,0,5406,5406,10:40:05,5406,0
03.02.24,78.468,4955,9:50:14,0,4955,4955,9:50:14,4955,0
04.02.24,80.833,4915,11:01:23,0,4915,4915,11:01:23,4915,0
05.02.24,80.856,4830,9:59:43,0,4830,4830,9:59:43,4830,0
06.02.24,81.514,4843,9:47:57,0,4843,4843,9:47:57,4843,0
07.02.24,84.223,4798,9:38:58,0,4798,4798,9:38:58,4798,0
08.02.24,82.474,4773,10:00:05,0,4773,4773,10:00:05,4773,0
09.02.24,82.415,4919,10:00:57,0,4919,4919,10:00:57,4919,0
10.02.24,75.937,4643,10:38:33,0,4643,4643,10:38:33,4643,0
11.02.24,73.905,4577,10:30:18,0,4577,4577,10:30:18,4577,0
12.02.24,76.238,4555,9:50:28,0,4555,4555,9:50:28,4555,0
13.02.24,77.296,4563,10:40:17,0,4563,4563,10:40:17,4563,0
14.02.24,77.878,4690,9:59:11,0,4690,4690,9:59:11,4690,0
15.02.24,74.274,4330,9:58:51,0,4330,4330,9:58:51,4330,0
16.02.24,75.865,4572,10:50:42,0,4572,4572,10:50:42,4572,0
17.02.24,69.909,4151,10:25:06,0,4151,4151,10:25:06,4151,0
18.02.24,65.942,4150,11:00:59,0,4150,4150,11:00:59,4150,0
19.02.24,70.144,4142,10:25:04,0,4142,4142,10:25:04,4142,0
20.02.24,70.465,4096,10:03:56,0,4096,4096,10:03:56,4096,0
21.02.24,71.626,4190,10:22:17,0,4190,4190,10:22:17,4190,0
22.02.24,70.507,4060,10:19:26,0,4060,4060,10:19:26,4060,0
23.02.24,73.126,4255,10:25:55,0,4255,4255,10:25:55,4255,0
24.02.24,67.474,3991,9:57:36,0,3991,3991,9:57:36,3991,0
25.02.24,65.686,4127,10:45:12,0,4127,4127,10:45:12,4127,0
26.02.24,69.468,4007,10:28:03,0,4007,4007,10:28:03,4007,0
27.02.24,70.637,4079,10:00:06,0,4079,4079,10:00:06,4079,0
28.02.24,71.191,4123,10:20:24,0,4123,4123,10:20:24,4123,0
29.02.24,70.631,4094,9:47:30,0,4094,4094,9:47:30,4094,0
01.03.24,71.826,4177,10:35:47,0,4177,4177,10:35:47,4177,0
02.03.24,67.678,3765,10:33:01,0,3765,3765,10:33:01,3765,0
03.03.24,64.959,3924,10:36:25,0,3924,3924,10:36:25,3924,0
04.03.24,67.98,3961,10:00:38,0,3961,3961,10:00:38,3961,0
05.03.24,69.797,4062,10:00:12,0,4062,4062,10:00:12,4062,0
06.03.24,71.491,4207,10:27:30,0,4207,4207,10:27:30,4207,0
07.03.24,68.714,4042,10:13:53,0,4042,4042,10:13:53,4042,0
08.03.24,71.508,4482,9:43:42,0,4482,4482,9:43:42,4482,0
09.03.24,68.971,3822,10:44:06,0,3822,3822,10:44:06,3822,0
10.03.24,65.001,3808,11:01:08,0,3808,3808,11:01:08,3808,0
11.03.24,69.768,3973,10:00:31,0,3973,3973,10:00:31,3973,0
12.03.24,70.813,3897,10:31:01,0,3897,3897,10:31:01,3897,0
13.03.24,71.709,3897,10:31:42,0,3897,3897,10:31:42,3897,0
14.03.24,70.702,3843,10:46:40,0,3843,3843,10:46:40,3843,0
15.03.24,72.034,3989,10:17:53,7,3996,3996,10:17:53,3989,7
16.03.24,68.465,3692,10:31:06,0,3692,3692,10:31:06,3692,0
17.03.24,65.492,3630,10:45:41,0,3630,3630,10:45:41,3630,0
18.03.24,69.668,3823,10:22:34,0,3823,3823,10:22:34,3823,0
19.03.24,72.196,3835,10:51:14,0,3835,3835,10:51:14,3835,0
20.03.24,71.83,3905,10:43:45,0,3905,3905,10:43:45,3905,0
21.03.24,73.878,3766,10:24:33,0,3766,3766,10:24:33,3766,0
22.03.24,75.514,4114,10:58:14,0,4114,4114,10:58:14,4114,0
23.03.24,73.502,3833,10:44:05,0,3833,3833,10:44:05,3833,0
24.03.24,66.941,3469,10:25:26,0,3469,3469,10:25:26,3469,0
25.03.24,54.891,2716,19:08:59,0,2716,2716,19:08:59,2716,0
26.03.24,68.385,3464,10:28:29,0,3464,3464,10:28:29,3464,0
27.03.24,78.148,3976,11:20:52,0,3976,3976,11:20:52,3976,0
28.03.24,82.439,4238,15:49:31,0,4238,4238,15:49:31,4238,0
29.03.24,83.489,4209,12:00:22,0,4209,4209,12:00:22,4209,0
30.03.24,86.366,4071,15:50:13,0,4071,4071,15:50:13,4071,0
31.03.24,82.361,3858,12:06:56,0,3858,3858,12:06:56,3858,0
01.04.24,84.629,4011,12:06:16,0,4011,4011,12:06:16,4011,0
02.04.24,82.484,3966,18:58:32,0,3966,3966,18:58:32,3966,0
03.04.24,85.722,4133,15:50:07,0,4133,4133,15:50:07,4133,0
04.04.24,89.26,4364,15:12:06,0,4364,4364,15:12:06,4364,0
05.04.24,90.487,4451,15:16:12,0,4451,4451,15:16:12,4451,0
06.04.24,87.19,4126,14:43:27,0,4126,4126,14:43:27,4126,0
07.04.24,81.094,3859,19:28:07,0,3859,3859,19:28:07,3859,0
08.04.24,91.254,4370,15:22:59,0,4370,4370,15:22:59,4370,0
09.04.24,90.989,4351,15:37:18,0,4351,4351,15:37:18,4351,0
10.04.24,94.936,4517,15:05:47,0,4517,4517,15:05:47,4517,0
11.04.24,90.18,4274,15:37:00,0,4274,4274,15:37:00,4274,0
12.04.24,95.767,4717,15:12:46,0,4717,4717,15:12:46,4717,0
13.04.24,92.826,4413,14:50:16,0,4413,4413,14:50:16,4413,0
14.04.24,84.375,3809,19:18:07,0,3809,3809,19:18:07,3809,0
15.04.24,91.962,4433,15:00:48,0,4433,4433,15:00:48,4433,0
16.04.24,95.357,4584,15:24:58,0,4584,4584,15:24:58,4584,0
17.04.24,90.632,4180,19:36:31,0,4180,4180,19:36:31,4180,0
18.04.24,97.333,4839,16:15:17,0,4839,4839,16:15:17,4839,0
19.04.24,102.539,5137,15:17:00,0,5137,5137,15:17:00,5137,0
20.04.24,102.552,4762,16:02:47,0,4762,4762,16:02:47,4762,0
21.04.24,93.643,4578,23:13:13,0,4578,4578,23:13:13,4578,0
22.04.24,102.48,4989,16:36:12,0,4989,4989,16:36:12,4989,0
23.04.24,102.128,5046,15:46:51,0,5046,5046,15:46:51,5046,0
24.04.24,100.677,4930,15:24:03,0,4930,4930,15:24:03,4930,0
25.04.24,106.844,5148,15:35:34,0,5148,5148,15:35:34,5148,0
26.04.24,109.963,5447,15:20:26,0,5447,5447,15:20:26,5447,0
27.04.24,104.566,5037,15:01:38,0,5037,5037,15:01:38,5037,0
28.04.24,99.909,5054,23:20:14,0,5054,5054,23:20:14,5054,0
29.04.24,109.271,5409,15:18:02,0,5409,5409,15:18:02,5409,0
30.04.24,107.832,5047,15:18:06,0,5047,5047,15:18:06,5047,0
01.05.24,99.827,4737,0:01:09,0,4737,4737,0:01:09,4737,0
02.05.24,97.606,4836,15:24:31,0,4836,4836,15:24:31,4836,0
03.05.24,102.095,5079,15:33:10,0,5079,5079,15:33:10,5079,0
04.05.24,106.522,5189,23:40:09,0,5189,5189,23:40:09,5189,0
05.05.24,107.656,5442,23:25:26,0,5442,5442,23:25:26,5442,0
06.05.24,118.469,6040,23:03:13,0,6040,6040,23:03:13,6040,0
07.05.24,128.436,6456,22:57:03,0,6456,6456,22:57:03,6456,0
08.05.24,131.176,6389,15:35:45,0,6389,6389,15:35:45,6389,0
09.05.24,128.009,6271,15:26:04,0,6271,6271,15:26:04,6271,0
10.05.24,126.827,6529,15:20:31,0,6529,6529,15:20:31,6529,0
11.05.24,116.903,5800,23:48:37,0,5800,5800,23:48:37,5800,0
12.05.24,117.439,5757,0:01:23,0,5757,5757,0:01:23,5757,0
13.05.24,129.684,6307,15:15:42,0,6307,6307,15:15:42,6307,0
14.05.24,127.956,6260,15:20:46,0,6260,6260,15:20:46,6260,0
15.05.24,131.072,6486,23:25:34,0,6486,6486,23:25:34,6486,0
16.05.24,135.301,6834,23:10:33,0,6834,6834,23:10:33,6834,0
17.05.24,141.059,6987,23:25:50,0,6987,6987,23:25:50,6987,0
18.05.24,142.044,7174,22:52:45,0,7174,7174,22:52:45,7174,0
19.05.24,138.165,7164,23:26:58,0,7164,7164,23:26:58,7164,0
20.05.24,152.497,7591,23:37:29,0,7591,7591,23:37:29,7591,0
21.05.24,157.373,7726,23:01:59,0,7726,7726,23:01:59,7726,0
22.05.24,162.342,7999,15:42:10,0,7999,7999,15:42:10,7999,0
23.05.24,156.361,7688,23:08:12,0,7688,7688,23:08:12,7688,0
24.05.24,159.504,7873,15:33:08,0,7873,7873,15:33:08,7873,0
25.05.24,144.716,7580,0:00:35,0,7580,7580,0:00:35,7580,0
26.05.24,147.632,7680,23:27:34,0,7680,7680,23:27:34,7680,0
27.05.24,160.981,7933,23:16:38,0,7933,7933,23:16:38,7933,0
28.05.24,162.176,7911,15:19:34,0,7911,7911,15:19:34,7911,0
29.05.24,164.643,8302,15:36:32,0,8302,8302,15:36:32,8302,0
30.05.24,163.276,8091,15:28:18,0,8091,8091,15:28:18,8091,0
31.05.24,163.764,8032,23:25:10,0,8032,8032,23:25:10,8032,0
01.06.24,158.269,7926,0:01:12,0,7926,7926,0:01:12,7926,0
02.06.24,143.402,7360,23:44:09,0,7360,7360,23:44:09,7360,0
03.06.24,151.716,7915,23:19:18,0,7915,7915,23:19:18,7915,0
04.06.24,164.658,7852,15:04:37,0,7852,7852,15:04:37,7852,0
05.06.24,158.185,7998,15:45:37,3,8001,7998,15:45:37,8001,3
06.06.24,147.926,7482,15:30:54,7,7489,7482,15:30:54,7489,7
07.06.24,147.622,7486,16:05:51,0,7486,7486,16:05:51,7486,0
08.06.24,143.679,7348,0:00:37,0,7348,7348,0:00:37,7348,0
09.06.24,132.586,7124,23:34:21,0,7124,7124,23:34:21,7124,0
10.06.24,145.728,7558,23:22:26,0,7558,7558,23:22:26,7558,0
11.06.24,155.613,7652,23:30:00,0,7652,7652,23:30:00,7652,0
12.06.24,160.376,7781,23:19:12,0,7781,7781,23:19:12,7781,0
13.06.24,162.117,8005,15:26:36,0,8005,8005,15:26:36,8005,0
14.06.24,163.545,8220,15:20:24,4,8224,8220,15:20:24,8224,4
15.06.24,160.298,7854,23:49:02,0,7854,7854,23:49:02,7854,0
16.06.24,155.733,7807,0:00:33,0,7807,7807,0:00:33,7807,0
17.06.24,166.562,8236,23:38:36,14,8250,8236,23:38:36,8250,14
18.06.24,178.871,8647,15:22:15,53,8700,8647,15:22:15,8700,53
19.06.24,175.039,8656,15:06:55,57,8713,8656,15:06:55,8713,57
20.06.24,157.363,7765,23:07:05,3,7768,7765,23:07:05,7768,3
21.06.24,148.908,7663,0:00:26,10,7673,7663,0:00:26,7673,10
22.06.24,142.803,7007,15:33:25,0,7007,7007,15:33:25,7007,0
23.06.24,141.934,7327,23:33:53,0,7327,7327,23:33:53,7327,0
24.06.24,151.739,7554,15:03:55,0,7554,7554,15:03:55,7554,0
25.06.24,155.506,7712,15:31:07,0,7712,7712,15:31:07,7712,0
26.06.24,156.264,7771,15:10:18,9,7780,7771,15:10:18,7780,9
27.06.24,142.034,7153,0:00:14,0,7153,7153,0:00:14,7153,0
28.06.24,127.544,6716,0:00:12,0,6716,6716,0:00:12,6716,0
29.06.24,128.707,6220,14:35:15,0,6220,6220,14:35:15,6220,0
30.06.24,132.542,6802,22:55:41,0,6802,6802,22:55:41,6802,0
